Time,TVC_Angle
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.01,0.002
0.02,0.0037
0.03,0.0052
0.04,0.0065
0.05,0.0088
0.06,0.0115
0.07,0.0148
0.08,0.0187
0.09,0.0236
0.1,0.0266
0.11,0.0294
0.12,0.0321
0.13,0.0347
0.14,0.0372
0.15,0.0395
0.16,0.0416
0.17,0.0434
0.18,0.0448
0.19,0.0457
0.2,0.0458
0.21,0.0455
0.22,0.0449
0.23,0.044
0.24,0.0428
0.25,0.0411
0.26,0.0393
0.27,0.0372
0.28,0.0349
0.29,0.0325
0.3,0.03
0.31,0.0275
0.32,0.025
0.33,0.0225
0.34,0.0202
0.35,0.0181
0.36,0.0161
0.37,0.0143
0.38,0.0128
0.39,0.0115
0.4,0.0105
0.41,0.0097
0.42,0.0092
0.43,0.009
0.44,0.0091
0.45,0.0095
0.46,0.01
0.47,0.0107
0.48,0.0116
0.49,0.0127
0.5,0.014
0.51,0.0123
0.52,0.0107
0.53,0.0091
0.54,0.0075
0.55,0.0058
0.56,0.004
0.57,0.0021
0.58,0
0.59,-0.0022
0.6,-0.0046
0.61,-0.0069
0.62,-0.0089
0.63,-0.0109
0.64,-0.0126
0.65,-0.0142
0.66,-0.0156
0.67,-0.0168
0.68,-0.0178
0.69,-0.0185
0.7,-0.0189
0.71,-0.0191
0.72,-0.019
0.73,-0.0188
0.74,-0.0183
0.75,-0.0175
0.76,-0.0167
0.77,-0.0157
0.78,-0.0145
0.79,-0.0133
0.8,-0.0119
0.81,-0.0106
0.82,-0.0091
0.83,-0.0077
0.84,-0.0063
0.85,-0.005
0.86,-0.0036
0.87,-0.0025
0.88,-0.0014
0.89,-0.0005
0.9,0.0003
0.91,0.001
0.92,0.0014
0.93,0.0018
0.94,0.002
0.95,0.002
0.96,0.0019
0.97,0.0017
0.98,0.0013
0.99,0.0008
1,0.0002
1.01,-0.0005
1.02,-0.0013
1.03,-0.0022
1.04,-0.0031
1.05,-0.004
1.06,-0.0049
1.07,-0.0057
1.08,-0.0066
1.09,-0.0074
1.1,-0.008
1.11,-0.0087
1.12,-0.0093
1.13,-0.0098
1.14,-0.0102
1.15,-0.0105
1.16,-0.0107
1.17,-0.0108
1.18,-0.0108
1.19,-0.0107
1.2,-0.0105
1.21,-0.0102
1.22,-0.0099
1.23,-0.0095
1.24,-0.0089
1.25,-0.0084
1.26,-0.008
1.27,-0.0074
1.28,-0.0068
1.29,-0.0062
1.3,-0.0056
1.31,-0.0051
1.32,-0.0046
1.33,-0.0041
1.34,-0.0037
1.35,-0.0033
1.36,-0.003
1.37,-0.0027
1.38,-0.0025
1.39,-0.0024
1.4,-0.0024
1.41,-0.0024
1.42,-0.0024
1.43,-0.0025
1.44,-0.0027
1.45,-0.0029
1.46,-0.0032
1.47,-0.0034
1.48,-0.0037
1.49,-0.004
1.5,-0.0043
1.51,-0.0031
1.52,-0.0018
1.53,-0.0005
1.54,0.0008
1.55,0.0022
1.56,0.0037
1.57,0.0052
1.58,0.0068
1.59,0.0084
1.6,0.0101
1.61,0.0117
1.62,0.0131
1.63,0.0145
1.64,0.0156
1.65,0.0166
1.66,0.0175
1.67,0.0183
1.68,0.0188
1.69,0.0191
1.7,0.0192
1.71,0.0191
1.72,0.0189
1.73,0.0185
1.74,0.018
1.75,0.0173
1.76,0.0166
1.77,0.0157
1.78,0.0148
1.79,0.0138
1.8,0.0128
1.81,0.0118
1.82,0.0107
1.83,0.0097
1.84,0.0087
1.85,0.0078
1.86,0.0069
1.87,0.0062
1.88,0.0055
1.89,0.005
1.9,0.0045
1.91,0.0042
1.92,0.0039
1.93,0.0038
1.94,0.0037
1.95,0.0038
1.96,0.004
1.97,0.0043
1.98,0.0047
1.99,0.0051
2,0.0056
2,0.0056
2,0.0056
2.01,0.0051
2.02,0.0047
2.03,0.0043
2.04,0.0038
2.05,0.0033
2.06,0.0028
2.07,0.0022
2.08,0.0017
2.09,0.001
2.1,0.0003
2.11,-0.0004
2.12,-0.001
2.13,-0.0016
2.14,-0.0021
2.15,-0.0026
2.16,-0.0031
2.17,-0.0035
2.18,-0.0038
2.19,-0.004
2.2,-0.0042
2.21,-0.0043
2.22,-0.0043
2.23,-0.0042
2.24,-0.0041
2.25,-0.0039
2.26,-0.0036
2.27,-0.0033
2.28,-0.003
2.29,-0.0026
2.3,-0.0022
2.31,-0.0018
2.32,-0.0014
2.33,-0.001
2.34,-0.0005
2.35,-0.0001
2.36,0.0002
2.37,0.0006
2.38,0.0009
2.39,0.0012
2.4,0.0015
2.41,0.0017
2.42,0.0018
2.43,0.0019
2.44,0.002
2.45,0.002
2.46,0.002
2.47,0.0019
2.48,0.0018
2.49,0.0016
2.5,0.0015
2.51,0.0012
2.52,0.001
2.53,0.0008
2.54,0.0005
2.55,0.0002
2.56,-0.0001
2.57,-0.0003
2.58,-0.0005
2.59,-0.0008
2.6,-0.001
2.61,-0.0012
2.62,-0.0013
2.63,-0.0015
2.64,-0.0016
2.65,-0.0016
2.66,-0.0016
2.67,-0.0017
2.68,-0.0017
2.69,-0.0016
2.7,-0.0015
2.71,-0.0015
2.72,-0.0014
2.73,-0.0012
2.74,-0.001
2.75,-0.0009
2.76,-0.0008
2.77,-0.0006
2.78,-0.0004
2.79,-0.0003
2.8,-0.0001
2.81,0
2.82,0.0001
2.83,0.0003
2.84,0.0004
2.85,0.0005
2.86,0.0006
2.87,0.0007
2.88,0.0007
2.89,0.0008
2.9,0.0008
2.91,0.0009
2.92,0.0009
2.93,0.0008
2.94,0.0008
2.95,0.0007
2.96,0.0006
2.97,0.0006
2.98,0.0005
2.99,0.0004
3,0.0003
3.01,0.0002
3.02,0.0001
3.03,0
3.04,-0.0001
3.05,-0.0002
3.06,-0.0003
3.07,-0.0003
3.08,-0.0004
3.09,-0.0005
3.1,-0.0006
3.11,-0.0006
3.12,-0.0007
3.13,-0.0007
3.14,-0.0006
3.15,-0.0006
3.16,-0.0006
3.17,-0.0006
3.18,-0.0006
3.19,-0.0006
3.2,-0.0005
3.21,-0.0004
3.22,-0.0004
3.23,-0.0003
3.24,-0.0002
3.25,-0.0002
3.26,-0.0001
3.27,0
3.28,0
3.29,0
3.3,0.0001
3.31,0.0001
3.32,0.0002
3.33,0.0002
3.34,0.0002
3.35,0.0002
3.36,0.0003
3.37,0.0003
3.38,0.0003
3.39,0.0003
3.4,0.0002
3.41,0.0002
3.42,0.0002
3.43,0.0002
3.44,0.0002
3.45,0.0001
3.46,0.0001
3.47,0.0001
3.48,0
3.49,0
3.5,-0.0001
3.51,-0.0001
3.52,-0.0002
3.53,-0.0002
3.54,-0.0003
3.55,-0.0003
3.56,-0.0003
3.57,-0.0004
3.58,-0.0004
3.59,-0.0004
3.6,-0.0004
3.61,-0.0005
3.62,-0.0005
3.63,-0.0005
3.64,-0.0007
3.65,-0.0006
3.66,-0.0006
3.67,-0.0005
3.68,-0.0005
3.69,-0.0005
3.7,-0.0005
3.71,-0.0004
3.72,-0.0004
3.73,-0.0004
3.74,-0.0003
3.75,-0.0003
3.76,-0.0002
3.77,-0.0002
3.78,-0.0001
3.79,-0.0001
3.8,-0.0001
3.81,0
3.82,0
3.83,0
3.84,0.0001
3.85,0.0001
3.86,0.0001
3.87,0.0001
3.88,0.0001
3.89,0.0001
3.9,0
3.91,0.0001
3.92,0.0001
3.93,0.0001
3.94,0.0001
3.95,0.0001
3.96,0.0001
3.97,0.0001
3.98,0.0001
3.99,0.0001
4,0.0002
4.01,0.0001
4.02,0.0002
4.03,0.0001
4.04,0
4.05,0
4.06,0
4.07,0.0001
4.08,0.0001
4.09,0.0001
4.1,0.0001
4.11,0.0003
4.12,0.0004
4.13,0.0003
4.14,0.0003
4.15,0.0002
4.16,0.0002
4.17,0
4.18,0
4.19,0
4.2,0
4.21,0.0002
4.22,0.0002
4.23,0.0002
4.24,0.0002
4.25,0
4.26,0.0002
4.27,0.0006
4.28,0.001
4.29,0.0018
4.3,0.0027
4.31,0.0041
4.32,1.5708
